	id	size	size	sex	height	weight	x2d	y2d	x3d	y3d	z3d
785	52496	6	0.172414	M			0.437301	0.543544	-53.3841673143075	9.397405054122622	-12.25912634988151
10045	52497	3	0.068966	M	166	62.0	0.41909	0.842438	-68.11703641247458	-27.843436659081814	-26.948060587473005
4878	52499	2	0.034483	M	177	65.0	0.293258	0.624528	-41.02677456686538	-1.6183121078672826	-38.452205900245076
15046	52534	4	0.103448	F	168	63.0	0.084774	0.558776	-89.09093858232502	-54.79620807259058	-17.331932072877834
8950	52535	2	0.034483	M	174	72.0	0.192274	0.384011	-79.07541899710131	-27.779462601200798	14.769550400015266
10046	52536	8	0.241379	M	176	83.0	0.163106	0.387463	-23.557975486496076	20.838514943207592	-30.92986371345527
16454	52539	2	0.034483	F	166	54.0	0.955338	0.614578	-11.373639811980365	43.69270830778833	-11.488331033108466
16455	52540	4	0.103448	F	167	67.0	0.049113	0.564208	-40.762698130744546	38.28173728417495	21.430235778977327
13627	52545	9	0.275862	F	165	57.0	0.50323	0.108683	26.47058816306927	8.021121307574365	23.94981337533139
15047	52547	1	0.0	M	168	60.0	0.852781	0.729476	-62.89725748128068	13.885985207417498	37.61257150974216
15048	52551	1	0.0	F	163	58.0	0.177652	0.775372	-63.08221525216552	15.159811017782811	40.2193513711932
6379	52560	1	0.0	M	175	75.0	0.638694	0.736677	-61.06427942796367	22.027496881404335	38.311426751320795
17961	52566	1	0.0	M	181	72.0	0.934105	0.645496	-13.186644229182281	48.55748191984532	9.902574569578935
10047	52617	11	0.344828	M	175	64.0	0.748675	0.250729	90.58983636632226	-82.21032502926728	72.6985231735007
2318	52618	1	0.0	M	178	72.0	0.607423	0.62921	86.47590916888878	-75.07145290343107	70.12145398722771
16456	52620	1	0.0	M	178	75.0	0.874154	0.74016	87.66418442783346	-75.04761991416865	71.03584877802386
1749	52629	2	0.034483	M			0.548079	0.526627	89.33876564680665	-75.5357003827889	73.54977287152303
5671	52630	1	0.0	M	178	72.0	0.481757	0.756728	92.12338645957068	-75.06549354684417	78.04842948929928
4041	52639	1	0.0	M	177	78.0	0.577884	0.309937	86.18201016484731	-75.1846584931562	73.47645553531854
2873	52640	2	0.034483	M	178	85.0	0.547256	0.344074	-62.68548981574575	24.43608121605756	45.669529838146005
3434	52643	4	0.103448	M	174	70.0	0.445312	0.297991	11.977898485740564	50.76770015455023	-32.6222454112221
8951	52644	1	0.0	M	180	80.0	0.36093	0.211646	12.50553137530499	39.99085298691821	-42.89689096395671
1133	52646	1	0.0	M			0.487893	0.586067	12.452143700384383	39.733091534793964	-39.55563605115132
15049	52651	5	0.137931	M	183	88.0	0.664681	0.117014	-44.89400364598845	-15.007338822433672	1.3548269126405519
4879	52654	1	0.0	M	175	73.0	0.631052	0.696078	-94.36698355561047	-65.71736519484293	1.4577747990077041
4880	52655	4	0.103448	M	165	60.0	0.394291	0.736306	-95.3660216692628	-66.25906988930359	1.9143106132155339
1750	52660	1	0.0	M			0.358106	0.506243	-95.84915781859662	-65.85440377383048	3.8983815563023843
16457	52666	7	0.206897	F	160	54.0	0.343097	0.922781	-87.59797909638623	-52.69711251991642	1.2012665663404054
6380	52667	2	0.034483	F	157	58.0	0.224292	0.555978	-94.09397274197428	-75.60625710817385	0.03871549209912728
15050	52668	10	0.310345	M	172	57.0	0.267161	0.881404	-72.05354331036423	-25.23143943558287	6.335932349607299
5672	52677	3	0.068966	M	171	68.0	0.274184	0.632512	-36.750509164515535	51.486674290194024	14.747945699831044
8952	52683	2	0.034483	F	145	44.0	0.797572	0.675299	-23.5069653790174	75.71119702639135	-3.85501863668401
15051	52684	2	0.034483	F	162	53.0	0.834257	0.772233	54.69359032596977	-38.780111812374514	-18.290420396186263
4881	52687	3	0.068966	M	167	68.0	0.641226	0.713288	-42.93547708855641	76.54544380266644	20.2187515000017
7182	52689	1	0.0	M	171	72.0	0.667796	0.749849	-38.18237605277773	76.64077575971608	23.87633066318629
6381	52697	2	0.034483	M	172	68.0	0.353627	0.738043	-43.121544423154056	76.95606816545515	22.431421140787588
8953	52703	1	0.0	M	169	85.0	0.544911	0.830332	-38.368443387375365	77.05140012250479	26.089000303972178
17962	52707	4	0.103448	F	161	48.0	0.179071	0.862945	-26.3281873027955	21.571356109190468	-8.673021124835843
10048	52710	7	0.206897	M	168	68.0	0.171387	0.674027	-33.260961658298875	54.83597430553478	9.04827680872868
4882	52729	1	0.0	M	172	64.0	0.651106	0.686232	5.62704748402124	22.258913771405027	-70.07278756784218
7981	52748	5	0.137931	M	184	81.0	0.745594	0.323121	-1.454268497285461	39.4951836217525	-32.82848558253592
4883	52757	4	0.103448	F	174	72.0	0.264425	0.55359	35.12391881949403	5.308399286457554	5.004740767536023
4042	52763	7	0.206897	M	171	73.0	0.30345	0.615128	-5.644720638452545	5.07859006353914	22.0740147767152
4043	52769	2	0.034483	M	168	68.0	0.374658	0.685476	-36.511065443675605	71.13739904360244	16.791352938362582
11187	52770	1	0.0	M	176	85.0	0.673424	0.820498	-30.755904425378255	71.55209482635966	23.52344850370718
16458	52775	5	0.137931	M	173	69.0	0.848704	0.252369	21.418945871599668	-5.440758513215971	-37.95016003925937
10049	52778	2	0.034483	M	173	70.0	0.804112	0.710467	-91.88346568265517	-73.82057537457587	-30.563491575786472
4044	52790	1	0.0	M	176	83.0	0.573243	0.707527	-67.67869112096429	28.76107461461926	55.766997297829256
11188	52797	1	0.0	M	180	86.0	0.668121	0.819107	13.50058060439715	23.17231513312203	5.0465307363606495
13628	52825	3	0.068966	M	180	74.0	0.821861	0.287959	-61.80202820445464	19.197079353229302	44.827309132489745
11189	52827	5	0.137931	M	177	77.0	0.765941	0.278305	-47.308177278624	20.768951564662295	37.870118159468376
12237	52842	3	0.068966	M	190	75.0	0.387645	0.158133	-20.667191414348622	-4.242755787594167	-31.827428856945232
6382	52848	2	0.034483	M	172		0.249503	0.621242	17.528256706043265	11.54362894042644	-56.84519612056218
7982	52853	1	0.0	M	170	57.0	0.802565	0.601044	17.543534436649466	17.06998786794961	-56.136558052222334
10050	52854	1	0.0	M			0.564919	0.170814	16.63963382536066	11.94529231052746	-53.71665588929019
7183	52856	2	0.034483	M	170	66.0	0.330734	0.744881	17.077456710345043	12.910585445974984	-52.50890109153664
7184	52861	3	0.068966	F	159	48.0	0.765536	0.665603	-59.67501527615017	-3.7460121672080837	-20.293976291050345
11190	52862	1	0.0	F			0.811079	0.690401	-60.84860629710438	-5.915147973702488	-16.62661273413345
16459	52871	3	0.068966	F	173	70.0	0.506749	0.951311	18.22733934311198	11.910364905561467	-65.0477643445747
15052	52873	4	0.103448	F	174	63.0	0.480257	0.103115	-1.898818116197802	8.272811035594996	-48.70899014860317
17963	52878	4	0.103448	F	158	56.0	0.957622	0.492309	-39.647862459403115	31.22759484893759	-16.639465367265622
13629	52890	2	0.034483	M	182	98.0	0.658256	0.152091	-18.917546262066924	65.44639393879977	-18.21433600935554
8954	52892	1	0.0	M	177	85.0	0.634344	0.810195	-93.825168621823	-67.2855908207032	-35.921627750787806
15053	52900	2	0.034483	F	164	59.0	0.249196	0.178452	-92.04275573340598	-67.2498413368096	-34.550035564593585
1134	52905	2	0.034483	M			0.560006	0.459267	-90.9470312083298	-68.13437481275191	-20.76416591743218
5673	52909	1	0.0	M	177	64.0	0.256233	0.589238	-92.82192298218922	-67.53321139146287	-20.832368172900882
13630	52911	2	0.034483	M	193	90.0	0.887209	0.377847	-39.792211045421695	-9.540739730694476	-14.380588181541825
11191	52916	4	0.103448	M	175	80.0	0.543581	0.874143	-49.15580604323377	-71.51989000504528	16.73949789476991
16460	52919	2	0.034483	M	174	73.0	0.40979	0.928912	-95.94933437635706	-76.7761289174666	3.8780410550082527
4045	52953	3	0.068966	M	172	67.0	0.634335	0.701069	-17.004509874135696	26.8336973065304	42.55494485781829
7185	52955	1	0.0	M	170	72.0	0.665489	0.744417	-41.122703984594516	50.74520137135807	61.220799796170496
3435	52960	1	0.0	M	172	65.0	0.606117	0.66743	-54.193731832985925	50.48303848947156	51.16245709741288
786	52965	2	0.034483	M	160	62.0	0.550192	0.472321	-91.4826268498254	-91.01709448483734	-25.986416424128116
12238	52966	1	0.0	M	178	85.0	0.712763	0.811275	-93.4508111891833	-90.41203255325513	-25.04024291069241
7983	52980	2	0.034483	M	176	74.0	0.212609	0.390343	-90.17615231085189	-87.66520022082388	-22.21361425080952
116	52991	1	0.0	M			0.497338	0.483209	-93.63643469829582	-89.65612761143578	-22.669929181640462
10051	52996	2	0.034483	M			0.203043	0.324646	43.667761550525704	-13.536736161495625	28.260046677815623
15054	53023	2	0.034483	M	175	73.0	0.395918	0.910491	-91.86208982933553	-70.56270078193248	-35.14508352125985
4884	53029	2	0.034483	M	167	63.0	0.287341	0.414834	-95.87966257638959	-45.28930334137273	-45.57840592651761
6383	53033	4	0.103448	F			0.227913	0.551585	4.978120281266456	41.04278137791695	-15.063069260370263
7984	53034	4	0.103448	M	187	78.0	0.413832	0.202813	39.37864283119523	-28.779692478194054	-45.93656529777076
10052	53035	1	0.0	M	189	80.0	0.838408	0.598345	12.663208388979442	-4.582075505984118	-78.57239243326214
117	53036	2	0.034483	M			0.490202	0.533684	13.374276197644367	-0.25583964505262324	-30.258082125801117
118	53061	1	0.0	M			0.511609	0.532189	-16.303297518567057	23.062863352146383	-16.952339924456183
7186	53063	3	0.068966	M	180	73.0	0.659876	0.775263	2.966026053465214	2.4036762771166873	-39.16935862241265
7187	53080	1	0.0	M			0.680626	0.282135	31.124755239483996	-10.740699936513222	-65.41395912784905
3436	53105	1	0.0	M			0.688437	0.556005	28.562433270653763	-10.14755449956223	-64.92498300981143
5674	53114	1	0.0	F	165	61.0	0.246861	0.564177	26.18588275276442	-10.195220478087048	-66.75377259140372
16461	53122	3	0.068966	M	183	100.0	0.624907	0.093164	47.05232060139618	-14.70356949834869	-17.833075591067537
119	53130	1	0.0	M			0.524408	0.511334	-13.834534267622983	78.53601761257525	-0.28212223555026394
16462	53132	5	0.137931	M	172	70.0	0.328343	0.102453	67.49630880920705	-52.675485088616234	57.41730353027126
13631	53138	3	0.068966	M	180	75.0	0.403699	0.888556	91.46356586054992	-83.52594212752588	77.75389342802983
7985	53147	1	0.0	F	158	48.0	0.773974	0.657993	-18.90533192897653	70.30685400054213	-41.07798022380262
120	53154	1	0.0	M			0.525763	0.50894	-46.40559127340387	71.06303322153772	30.00461422002112
7188	53161	1	0.0	F	160	59.0	0.205021	0.53413	62.08082379387869	-61.804003804552586	-37.67408291061895
7986	53171	4	0.103448	M	179	70.0	0.408837	0.206943	16.619846083329435	2.251343472084809	-24.330256240350646
8955	53174	1	0.0	M	183	77.0	0.54684	0.832685	-36.83702747870255	58.01975378424096	14.922411285996956
17964	53175	1	0.0	M	180	88.0	0.188376	0.838378	54.25160629650394	-13.485314747009301	29.88517821030728
15055	53178	6	0.172414	F	168	64.0	0.1567	0.816103	-26.75901983885608	47.099885569819186	23.353394629099324
17965	53186	1	0.0	M	180	81.0	0.955573	0.586037	-46.31235109208138	32.667954608848795	14.234324070149501
2319	53203	2	0.034483	M	183		0.548892	0.539502	-42.73263062751545	32.236729499659546	18.930347796711093
16463	53205	6	0.172414	M	173	59.0	0.258304	0.881098	-43.163167655157714	13.181068470198724	5.970704929386552
16464	53207	6	0.172414	F	175	68.0	0.950821	0.520594	-26.73688148522022	-8.581677452824861	2.4641086105730334
4046	53229	4	0.103448	F	170	65.0	0.279483	0.53771	-45.5703386893941	32.16475535620708	25.038196545810415
2320	53231	3	0.068966	F			0.400672	0.382443	86.81414306561506	-28.417543469532074	65.04476726255054
12239	53242	1	0.0	M	185	95.0	0.243434	0.778945	86.02195955965193	-28.433432129040344	64.4351707353531
1135	53246	2	0.034483	M			0.562137	0.457019	86.43032573818338	-27.780704218933327	67.21013383038111
7189	53248	1	0.0	M	170	63.0	0.725567	0.324671	12.34717642177354	45.52703815259811	-26.02107199900102
5675	53249	6	0.172414	F	160	50.0	0.324413	0.314328	32.59139755029071	-15.175145344354979	-27.53182289157911
13632	53254	7	0.206897	F	176	70.0	0.236789	0.196667	22.69379534321836	-5.8884093839338005	-29.4067325417672
2874	53260	1	0.0	M			0.560479	0.343833	-18.663493525747132	65.59676780433801	-24.36318823738296
121	53264	1	0.0	M			0.504565	0.52544	-39.540996092320626	68.23116355624126	53.68946995657826
7190	53274	2	0.034483	M	176	76.0	0.749802	0.363181	-44.29409712809931	68.1358315991916	50.03189079339367
17966	53284	1	0.0	F	175	64.0	0.864212	0.788986	-45.48237238704399	68.11199860992919	49.11749600259752
460	53287	3	0.068966	M			0.539798	0.559323	-34.19040631548024	49.44380132977446	6.198003219683422
461	53293	6	0.172414	M			0.453033	0.531309	-43.33306803066235	37.9094213166424	23.897889528052314
12240	53295	1	0.0	M	178	68.0	0.862165	0.626928	-42.00044498665517	18.752320445111593	13.037754328257849
7191	53307	8	0.241379	F	175	55.0	0.815628	0.464629	-11.739889854936717	-13.756319783564008	-31.82917083726486
7987	53312	3	0.068966	M	182	82.0	0.232426	0.670841	-33.73859135287655	-40.9441342576607	-5.065071576669506
8956	53313	9	0.275862	M	178	89.0	0.183703	0.388187	-32.884922379399676	-52.608960910564036	-7.768134228315946
3437	53314	6	0.172414	F			0.367211	0.352116	-36.70284698494359	45.217454143313404	14.199405861185417
5676	53316	1	0.0	M	167	58.0	0.732987	0.411613	5.627612728551444	21.5478767956203	-68.79003948602579
13633	53319	7	0.206897	M	179	93.0	0.659497	0.125908	-78.01833854785181	-53.26911023629822	-40.78983082903556
12241	53325	5	0.137931	M	189	102.0	0.784098	0.804073	-91.72200431300293	-80.02813309597249	-31.979761262387473
4885	53332	1	0.0	M	183	72.0	0.449294	0.280107	-90.85764944140224	-80.42813066657367	-30.3343799039066
8957	53334	1	0.0	M	177	88.0	0.580007	0.193232	-92.23199203494455	-80.04133929304734	-29.036105053916863
3438	53337	3	0.068966	F			0.367244	0.348063	-91.56395204659879	-79.82843007590895	-26.986427452476857
17967	53346	1	0.0	M	184		0.946265	0.590705	-83.24736223512829	-43.3701085031279	36.936498194814156
17968	53347	1	0.0	F	164		0.19475	0.851275	-82.05908697618361	-43.34627551386549	37.85089298561031
7988	53350	7	0.206897	F	176	59.0	0.816416	0.478771	-80.55084331495992	-42.36253072900315	40.42287455101428
6384	53366	1	0.0	M	173	74.0	0.639587	0.739492	-83.61920102066681	-42.31867272486336	41.46693353522997
13634	53367	3	0.068966	F	169	60.0	0.100707	0.579899	-79.65828349085125	-42.239229427321995	44.51491617121713
4047	53372	1	0.0	M			0.623807	0.677781	-78.86609998488812	-42.223340767813724	45.12451269841456
11192	53383	5	0.137931	M	185	66.0	0.309844	0.82612	71.14263744603576	-3.583829501103753	58.658481002665475
12242	53388	2	0.034483	M	200	113.0	0.618794	0.159784	13.861184906164734	18.12702025966472	-21.13540678836052
2875	53389	3	0.068966	F	164	60.0	0.378919	0.375909	18.90784109269584	33.14463284591781	-9.671766158771945
10053	53396	3	0.068966	M	173	83.0	0.701678	0.827352	28.575957872489834	-8.764519982934557	-59.9676975167952
11193	53398	4	0.103448	M	182	72.0	0.747746	0.261897	28.811538117017435	-9.071807500839904	-59.39810883108299
122	53402	2	0.034483	M			0.48804	0.531502	27.514602711048052	-10.287117126940476	-63.68073149000038
2876	53405	1	0.0	M			0.321338	0.459422	28.51681063539509	-9.852659774889345	-60.553667058418355
6385	53407	4	0.103448	M	180	72.0	0.244665	0.385143	23.521013135760594	3.1986364358037473	-39.66168034038621
123	53408	2	0.034483	M	174	73.0	0.527683	0.520715	-4.518138961662851	41.16416613457384	7.496177495393763
124	53409	2	0.034483	F	165	58.0	0.531923	0.518203	-55.72927814220319	49.139054935135405	43.833943247514014
1136	53410	2	0.034483	M			0.467243	0.579017	-51.030092941146414	48.97247191592811	48.06268836435106
1137	53411	2	0.034483	M			0.569411	0.461485	-47.519182999034314	48.7820559074584	51.377038690391984
4886	53412	3	0.068966	M	171	68.0	0.287364	0.418113	-14.576664425883116	5.211058964022167	19.60358482476245
6386	53413	1	0.0	M			0.578377	0.769347	-78.73331151437549	-23.546192189112514	10.312242804540872
7989	53417	1	0.0	M	172	70.0	0.451091	0.205738	-17.10563115891558	41.20996423734554	-16.268725493283224
16465	53420	12	0.37931	M	185	74.0	0.86951	0.254668	36.505799275154025	-27.55028186532117	-39.97309544805577
8958	53421	2	0.034483	M	184	100.0	0.654427	0.809851	12.739666698957777	39.10841965723921	-23.271932803173495
12243	53436	1	0.0	F	167	48.0	0.834927	0.686295	-96.64261082877535	-59.5503392459148	-20.378957059304565
1138	53443	2	0.034483	M	173	65.5	0.561229	0.453851	-53.807729303871724	-3.609322596823528	-4.561122185184748
7990	53453	1	0.0	M	180	81.0	0.707789	0.740405	-1.0894169378443372	69.65000507517767	-12.309430422578169
17969	53455	2	0.034483	F	184	80.0	0.612016	0.950805	17.60388508918532	19.746300048835614	-26.970283165616504
10054	53458	3	0.068966	M			0.412442	0.177678	-25.085934727594196	47.77516839356135	-11.080748316093667
17970	53498	1	0.0	M	171	69.0	0.186023	0.843643	-95.75965402814731	-94.26422149291152	-0.5492265208957621
16466	53507	3	0.068966	M	185	78.0	0.184792	0.829051	87.35427888633865	-44.274428414999704	80.83680841916379
16467	53512	7	0.206897	F	162	48.0	0.928754	0.69196	11.774183411459193	8.23051343505049	3.2754401895555127
4887	53532	2	0.034483	F	170	54.0	0.333186	0.343013	63.94965453574467	-21.54929045304364	9.485587667461132
1139	53545	1	0.0	M			0.549918	0.446214	84.74058934462488	-26.775479188692316	59.90940745261048
4048	53558	3	0.068966	M	170	73.0	0.565327	0.730993	86.65912429255236	-26.522153734763027	62.20598733714737
4049	53559	3	0.068966	M	169	68.0	0.565893	0.727487	-35.61720185866806	-40.2251713539326	10.399743040619592
4050	53566	6	0.172414	M	177	72.0	0.6781	0.37773	-28.992988073309366	-43.99222652520882	-5.622594864895491
7192	53576	1	0.0	M	170	73.0	0.646541	0.750944	-95.38973052609309	-74.00523221027242	-1.6053367289152431
13635	53580	12	0.37931	M	179	63.0	0.282039	0.873637	-21.67649995312549	-12.872540395309422	20.879336626032863
4888	53581	3	0.068966	M	169	68.0	0.276387	0.4223	-49.75737123032644	-45.081801640158325	-35.889966950452624
15056	53591	6	0.172414	F	158	54.0	0.923586	0.456693	17.470670725020593	14.517345558003598	-74.44975964791357
10055	53592	2	0.034483	M	180	83.0	0.690088	0.798258	15.110872927825024	18.14262134696196	-52.530729838943856
1751	53595	1	0.0	M			0.364974	0.549831	11.266157485085362	63.55959351739308	-16.64075773864087
10056	53604	1	0.0	M	182	88.0	0.583047	0.176748	11.298935649825154	64.28363838019699	-40.6085487011863
10057	53610	3	0.068966	M	175	72.0	0.395952	0.18546	41.004813252262295	-2.799640428320384	15.605217422808773
3439	53625	3	0.068966	M			0.3262	0.606793	44.04294473002915	-15.209621808365666	2.669825917369438
2877	53655	5	0.137931	M			0.328781	0.587535	-39.649570447580984	57.76271368953369	18.468338996895657
2878	53673	1	0.0	M	167	69.0	0.590811	0.66176	13.745121950331892	24.68208250736274	-41.91398876359356
7991	53679	1	0.0	M			0.322255	0.764174	-60.571384148010495	13.210871414220133	38.60951478123079
7193	53682	1	0.0	M	180	82.0	0.650874	0.762219	-62.94793466589984	13.163205435695314	36.780725199638496
13636	53685	1	0.0	M	190	85.0	0.641693	0.14166	-33.2599849145843	23.03960339621425	48.24270760206252
16468	53688	9	0.275862	M	185	86.0	0.072112	0.38657	-62.0527551956804	-1.1781302982538682	13.22160519596236
4051	53714	3	0.068966	M	162	62.0	0.664819	0.368017	-94.10730682579572	-68.49830744222658	2.0570394301626744
8959	53724	1	0.0	M	185	89.0	0.601916	0.819879	-93.02686323629487	-68.99830440547802	4.113766128263771
11194	53729	2	0.034483	M	174	81.0	0.659357	0.834372	-94.80927612471189	-69.03405388937165	2.7421739420695497
10058	53731	1	0.0	M	177	73.0	0.835528	0.613137	-95.58948108878187	-68.63534602121413	4.497646187457354
10059	53741	2	0.034483	F			0.846204	0.470246	10.477480296089649	77.02500292751773	-33.526547583675324
462	53753	2	0.034483	M			0.532676	0.488266	-22.38830840920821	2.945682016163249	-2.05733405095898
463	53754	2	0.034483	M	168	67.0	0.535671	0.487305	17.537371369332924	5.805890835349853	-30.761281708363036
5677	53761	1	0.0	M	180	82.0	0.636908	0.723891	18.0363042298273	6.299809117471225	-29.090976534012185
7992	53763	8	0.241379	M	183	88.0	0.196739	0.65573	-34.924464337144656	-48.11582077185272	-2.4706957804010194
5678	53780	1	0.0	M	175	69.0	0.632986	0.719563	-91.86585221614904	-57.21303163116965	-32.38192965582793
2879	53782	3	0.068966	M	169	76.0	0.619417	0.665603	5.856211099201403	-47.81569859580634	-27.09101381827489
15057	53787	4	0.103448	M	198	100.0	0.653918	0.111585	88.5743951227926	-55.77170894613798	75.801501029338
10060	53793	1	0.0	M	181	74.0	0.793741	0.703585	88.13733198162306	-55.814979500392674	77.0747604739623
15058	53794	17	0.551724	M	185	83.0	0.068461	0.372837	-0.783308651659802	6.705361388953164	-18.54590517221739
7194	53799	1	0.0	M	183	79.0	0.655253	0.744423	-94.4821478585418	-41.26676084776884	-48.54081411690202
13637	53811	1	0.0	M	178	72.0	0.405697	0.893486	-93.29387259959714	-41.24292785850643	-47.626419326105875
6387	53815	1	0.0	M	174	78.0	0.278226	0.669818	-92.10559734065245	-41.21909486924402	-46.71202453530973
1752	53826	3	0.068966	M			0.374673	0.576612	-93.52320486553602	-39.861400302846995	-45.44838258475003
13638	53831	2	0.034483	F	172	67.0	0.572982	0.898934	-94.26051475283569	-40.72132944341905	-43.78964751348723
7195	53832	1	0.0	M	190	86.0	0.593725	0.23627	-92.47810186441868	-40.685579959525434	-42.41805532729301
17971	53850	8	0.241379	F	167	58.0	0.36502	0.561765	15.832057982792708	-42.57433277012054	24.052494025525874
125	53856	1	0.0	M			0.504393	0.484201	10.938891025513826	69.957534169785	-33.78170156525989
16469	53858	3	0.068966	F	168	64.0	0.215702	0.184248	-36.73786922642748	21.545734317458585	-15.360431985550528
15059	53859	4	0.103448	M	181	85.0	0.088749	0.370127	-70.3668969490284	-9.082458717719735	-33.882078720424666
17972	53862	1	0.0	F	178	83.0	0.602072	0.941296	12.8889236045204	-9.779725368050803	-33.457923428917766
16470	53864	1	0.0	M	184	75.0	0.914903	0.644993	-92.79363689932573	-84.4491258481912	12.165662808545251
12244	53870	3	0.068966	M	181	84.0	0.222266	0.784236	-94.83601948121382	-84.27524369180327	11.414260057094983
11195	53886	15	0.482759	M	181	85.0	0.142207	0.371598	2.2154792047282372	-55.72737104173509	25.061075749954444
16471	53888	3	0.068966	F	168	56.0	0.240672	0.164781	82.37072283988499	-70.77553101209558	20.950265725016774
1753	53896	1	0.0	M			0.587214	0.620863	-95.63649846250287	-69.52840082638701	1.5789286756309375
11196	53903	2	0.034483	M	183	79.0	0.40097	0.166978	-86.35037686578698	-49.80459330473258	7.262928736508821
13639	53906	1	0.0	M	167	63.0	0.75581	0.207945	-79.62620738333037	-29.19990653026829	13.567274988979385
1754	53912	1	0.0	M			0.54596	0.633728	-78.43793212438572	-29.17607354100588	14.481669779775533
7196	53917	2	0.034483	M	181	83.0	0.659803	0.760715	-32.85346538049876	-7.942870896383914	3.439189245229321
5679	53921	1	0.0	M	180	80.0	0.668438	0.700117	5.0901508010420535	25.42184744906233	-64.7499661745158
5680	53923	7	0.206897	F	173	62.0	0.233121	0.548671	-35.540123549082026	5.663437727623857	-3.28433596115222
10061	53932	3	0.068966	M	185	82.0	0.202494	0.700815	-48.29588096633628	-31.808134214957505	1.6506749964285443
11197	53938	4	0.103448	M	170	60.0	0.448931	0.868678	-80.23880120119813	-56.05320994490196	40.42027045106473
12245	53948	1	0.0	F	172	62.0	0.212933	0.755508	-77.908693546044	-55.84534111250819	42.828501457564506
10062	53949	1	0.0	M	184	88.0	0.733806	0.767902	-74.74300946069873	-54.396740975947914	50.98860980023407
8960	53953	1	0.0	M	187	91.0	0.719796	0.754812	-81.87266101436677	-54.53973891152238	45.50224105545719
464	53960	2	0.034483	M			0.489149	0.547712	-78.09431705515652	-55.08943617068883	45.19881518661645
2880	53961	11	0.344828	M	172	72.0	0.329397	0.602606	-87.00193527181067	-56.73856415376997	16.988366422009673
8961	53965	4	0.103448	M	180	78.0	0.197478	0.667888	-95.653763862392	-57.89990301475111	-13.474579636982497
6388	53978	4	0.103448	M	176	71.0	0.718537	0.359548	-93.98539177065769	-43.826173757378214	-31.028192693633805
12246	53988	1	0.0	M	192	95.0	0.66227	0.844874	-0.9998259377000309	82.6133438528938	-22.34529811721592
7197	53991	5	0.137931	F	165	65.0	0.499317	0.84142	44.212837574785055	-10.510311654104335	-13.690640026899672
11198	53993	17	0.551724	F	164	52.0	0.527736	0.109675	17.550222133469152	-24.365979675135165	-18.874305958049458
17973	53994	6	0.172414	M	183	73.0	0.073911	0.286942	86.83754196108832	-49.42776623604735	44.92471843152089
10063	54000	4	0.103448	M			0.370713	0.185878	87.07579102141797	-54.21495688210349	42.62019544989586
1755	54004	1	0.0	M			0.572333	0.629318	88.4224167669352	-53.2297962877515	45.718273834479334
6389	54008	1	0.0	M	178	77.0	0.639526	0.742329	-33.75551807363402	48.121111477186034	10.462472418315512
6390	54011	1	0.0	F			0.773955	0.526676	-44.449995404136075	47.90661457382434	2.23291930115019
16472	54012	14	0.448276	F	160	55.0	0.952858	0.504386	-39.31126257049609	7.842977034774805	37.63643990484353
10064	54018	5	0.137931	M	165	72.0	0.416739	0.862993	-49.14092901246674	51.639032602395034	50.0250637861624
17974	54020	1	0.0	M	183	88.0	0.750306	0.886209	-51.94134985857103	51.882130862462915	50.173516857774736
10065	54033	2	0.034483	F			0.524433	0.172333	-44.811698304903	52.02512879803737	55.659885602551626
8962	54036	1	0.0	M	183	90.0	0.607785	0.203583	-55.50617563540506	51.81063189467569	47.430332485386295
12247	54037	1	0.0	F	175	59.0	0.215845	0.764285	-44.81169830490299	52.02512879803737	55.659885602551626
12248	54040	3	0.068966	F	165	53.0	0.874442	0.466903	73.56412290187555	-60.19826878996906	4.443910801500909
15060	54041	12	0.37931	M	174	68.0	0.859117	0.270884	50.83173087741715	-54.59019945471829	19.323431906892697
2881	54048	3	0.068966	M			0.337591	0.581179	65.49490656596737	-29.250962208724008	27.9146003718221
7993	54049	2	0.034483	M			0.711231	0.284809	10.549252772741996	75.93050471949599	-47.04193762025044
7994	54054	1	0.0	M	183	82.0	0.705513	0.738152	11.776427602424384	57.49489577485022	-37.17132319012983
16473	54070	1	0.0	M	178	69.0	0.403688	0.927811	-33.911318043160904	52.811504819846775	7.645356894541253
17975	54078	2	0.034483	M	174	72.0	0.948686	0.348833	-93.61351399669115	-48.30421599096243	-23.158552938959296
16474	54079	5	0.137931	M	182	73.0	0.342808	0.115059	-77.93685054362483	-40.435170965102685	46.83230517908242
16475	54087	2	0.034483	M	185	75.0	0.39912	0.925217	-82.92024197586251	-40.148399371793076	44.47394595659617
16476	54090	1	0.0	M	181	83.0	0.086848	0.359593	-81.13782908744551	-40.11264988789946	45.84553814279038
1756	54096	1	0.0	M			0.626248	0.455693	-77.57300331061148	-40.04115092011223	48.58872251517884
16477	54102	7	0.206897	M	188	83.0	0.34323	0.895321	-59.62136634496604	6.751024502040143	-9.01680561107368
3440	54109	1	0.0	M			0.386552	0.666559	-94.72309831502828	-48.16676892107557	-16.303168585987503
10066	54110	6	0.172414	M	177	64.0	0.319194	0.811778	20.717002620479224	12.03624784350425	-27.517622168232666
1757	54112	3	0.068966	M			0.567725	0.492232	40.2515540907492	-3.009367675162094	-35.43064545626641
1758	54113	2	0.034483	M			0.547101	0.52148	54.53650725943777	-36.32506807428723	-26.611342053905233
