	id	size	size	sex	height	weight	x2d	y2d	x3d	y3d	z3d
4301	92687	1	0.0	M	157	73.0	0.514793	0.724144	37.21094319959319	-16.6392392252747	-54.67396397521866
3059	92688	1	0.0	M			0.489009	0.684134	38.00450817064518	-12.020644448543592	-55.96299433848557
6634	92689	1	0.0	M			0.671965	0.299527	39.401426382884914	-16.180948883961157	-50.632504752840475
3060	92703	6	0.172414	M	170	67.0	0.312281	0.435845	-1.246928602733848	0.2229942984362235	-23.553809055339894
18438	92722	3	0.068966	F	174	64.0	0.878408	0.784658	-30.177437509006154	-38.890148185661474	9.483820977973314
18439	92735	3	0.068966	F	168	65.0	0.03912	0.586662	-1.925219556770377	50.58676909955617	-13.908922629034947
15508	92747	1	0.0	M	168	65.0	0.848069	0.741786	-46.59197537114123	75.54589917209309	15.601666538834657
8264	92750	1	0.0	M	180	80.0	0.246322	0.691545	90.31254319356957	-77.74166824339217	46.3231713258788
15509	92755	1	0.0	F	170	66.0	0.602299	0.912537	-52.19499214368969	56.502617829024985	51.72259810357323
16917	92760	15	0.482759	M	185	80.0	0.400583	0.096086	-16.82068534007059	8.126188257797832	10.537192185493701
7399	92762	1	0.0	F			0.78617	0.44333	90.17768765604364	-76.6194699047284	48.476899699567646
12655	92782	2	0.034483	M	173	66.0	0.869932	0.628954	39.39800521121716	-32.61745687902	29.420436092199637
574	92785	2	0.034483	M			0.522634	0.566257	21.42813090163137	0.03450831791692188	24.515553823954797
12656	92811	1	0.0	F	155	52.0	0.796423	0.740812	54.05216758593116	-10.674728095378754	40.98490086270789
12657	92812	2	0.034483	M	175	79.0	0.124672	0.621922	50.928405686670146	-31.992552809853194	-46.80778363183454
7400	92820	4	0.103448	F	168	56.0	0.310783	0.275294	-12.867287340656329	-1.447892232713956	22.436864782938027
9239	92829	1	0.0	F			0.500654	0.833628	84.52457267414556	-21.24357466059618	67.71687666730206
4302	92830	2	0.034483	M	168	63.0	0.71843	0.565821	86.10963041861623	-18.910444282968218	67.98675627646476
8265	92834	2	0.034483	M	171	61.0	0.803982	0.615151	85.80501673078217	-19.361254079574405	74.53152883976553
3580	92838	1	0.0	M	165	63.0	0.675297	0.420454	86.39915436025453	-19.3493375849432	74.98872623516361
6635	92847	1	0.0	M			0.225185	0.477018	64.83259052394094	-51.47727646075575	-10.057877794886158
18440	92850	4	0.103448	F	162	58.0	0.217669	0.141415	32.68532935974234	18.075472765906344	-9.688234160168147
18441	92851	1	0.0	M	180	72.0	0.787469	0.160081	-83.11889247450685	-38.63663917746247	25.400644508134505
18442	92859	8	0.241379	M	173	67.0	0.93871	0.341759	-33.52234053674439	-1.8067667963291791	8.497469278153726
10453	92861	1	0.0	M	174	75.0	0.69803	0.793517	-79.66189836711666	-39.088970162189106	29.286160787827885
14057	92866	1	0.0	M	178	80.0	0.871132	0.656055	-78.47362310817198	-39.0651371729267	30.200555578624034
10454	92869	3	0.068966	F	167	66.0	0.281575	0.233037	-63.13033880167114	-0.20186121450589192	27.652771050179172
18443	92882	1	0.0	M	181	92.0	0.872727	0.762282	-29.6950850015848	76.7511079552831	19.960652293309966
3061	92889	3	0.068966	F			0.382448	0.375181	-23.919130880157606	56.820568847922296	-15.154666913569905
217	92890	1	0.0	M			0.515079	0.488694	56.00620900892851	-35.59723531855519	-26.74332554741379
575	92894	1	0.0	M			0.543794	0.487505	53.62965849103915	-35.64490129708001	-28.572115129006086
9240	92902	1	0.0	M	172	76.0	0.710973	0.765665	54.6863636540196	-34.08948104532804	-28.39219538956429
12658	92911	2	0.034483	M	173	72.0	0.367229	0.157513	53.90615868994963	-33.69077317717052	-26.636723144176486
10455	92914	1	0.0	M	186	90.0	0.727004	0.770559	55.44748920873627	-34.768189572391435	-20.289234728033215
5133	92915	4	0.103448	M	178	77.5	0.669282	0.708215	-19.14007714049365	-53.62594473348824	-23.68154732248358
4303	92916	3	0.068966	M	178	81.0	0.65135	0.681134	-81.22885888963154	-43.70813602829859	-2.2473944888343738
11425	92919	4	0.103448	M	180	79.5	0.762924	0.810414	22.679237870114683	-22.30298879586352	2.4011365316910256
15510	92922	2	0.034483	F	166	67.0	0.601	0.919202	-17.218201314165043	39.72521002759755	8.901816319839805
576	92924	1	0.0	M			0.532277	0.536533	-43.38929045579507	40.257013705240624	31.772734679102566
12659	92933	5	0.137931	M	181	80.0	0.140028	0.386118	-53.03880336685556	-2.488587585524857	-12.557132692513326
2473	92986	1	0.0	M			0.576346	0.645105	-94.65204650063308	-53.51722561223385	-17.008882783732265
6636	92994	1	0.0	M			0.696087	0.693431	92.92567456925443	-83.66595200908343	73.572949548818
5876	92998	6	0.172414	M	173	70.0	0.244003	0.447273	90.4449900871323	-82.20235243892743	76.74389947725545
18444	93006	6	0.172414	F	157	41.0	0.938828	0.70192	-33.72229569061446	-31.554058095088426	4.594009724964169
15511	93016	2	0.034483	M	177	83.0	0.326658	0.893788	-96.467523858862	-52.626148193811794	-17.98834114533389
16918	93020	3	0.068966	M	178	83.0	0.173716	0.813468	-5.964380602400031	-17.216636366040092	-14.222797283583056
11426	93024	1	0.0	M	189	82.0	0.804489	0.705239	12.622531208285238	40.85972356459101	-6.981727460514245
12660	93029	1	0.0	F	164	51.0	0.836072	0.684221	12.436611815515967	41.385441453723274	-4.716509790306338
14058	93034	1	0.0	M	174	72.0	0.851623	0.321999	12.249952713604834	41.33569171113782	-2.7140322672085375
3062	93038	2	0.034483	M			0.38751	0.657465	-9.269595248608603	15.137306425481684	-1.6534180398112746
14059	93053	2	0.034483	F	176	68.0	0.709175	0.163129	-41.49466196868575	42.77694965426212	23.410962504271733
3581	93056	1	0.0	M	183	77.0	0.635951	0.649066	-79.57308778938767	-25.119257441768198	5.4694425817916255
2474	93064	1	0.0	M			0.640797	0.440348	-78.38481253044301	-25.09542445250579	6.383837372587773
18445	93071	2	0.034483	M	184	83.0	0.859259	0.245211	-34.5075010202096	-38.973771766195185	16.517624867367026
18446	93072	2	0.034483	M	181	74.0	0.886619	0.764507	-73.28653535530424	-21.373787601249788	4.397383627662304
10456	93078	1	0.0	M	180	77.0	0.790011	0.697818	-43.06020352702206	32.06276468139451	13.886444830622615
5134	93083	3	0.068966	M	169	62.0	0.267565	0.417627	12.818211110926802	-4.181882194554987	-2.212144562204991
1929	93084	3	0.068966	M			0.371261	0.483696	-11.458349773377421	8.42074203398778	19.553984778737096
15512	93085	1	0.0	M	180	72.0	0.334087	0.886786	-47.76452544689798	48.610846739802824	40.21185458194887
18447	93086	3	0.068966	M	187	95.0	0.531087	0.967011	-76.99934487373777	-30.166189317653306	16.41642633717253
16919	93098	7	0.206897	M	174	68.0	0.871212	0.281378	-27.33732487343692	32.29690987451396	4.35715575826224
9241	93105	1	0.0	M	187	96.0	0.729652	0.744361	13.378581140143375	26.79061518510671	-7.8043599153178675
12661	93106	1	0.0	M	188	84.0	0.870226	0.585681	13.006372500033919	27.554317147512386	-3.4052946484571063
1308	93109	1	0.0	F			0.568925	0.555907	11.718592026644263	61.954902548753736	-56.91769554956436
1930	93113	2	0.034483	M			0.384464	0.570536	18.96919128375982	8.198378522290831	-22.105091987774763
12662	93115	4	0.103448	F	168	63.0	0.258237	0.193116	-43.58472999328565	22.69807980388879	22.542119611993968
5135	93117	2	0.034483	M	176	70.0	0.735017	0.571879	11.780182957521589	57.29089372577235	-50.034753669900994
16920	93123	1	0.0	F	168	61.0	0.936062	0.558464	-92.60640770707927	-66.17180741634863	-37.12319235057492
14060	93143	1	0.0	M	182	80.0	0.145999	0.322112	-91.41813244813461	-66.14797442708621	-36.20879755977877
16921	93144	1	0.0	F	170	59.0	0.474062	0.086377	54.59352105811175	-33.80854235531539	-17.545192720916358
11427	93145	3	0.068966	M	179	83.0	0.171223	0.349429	11.531881685113882	64.32284599448371	-59.10478891273112
18448	93147	2	0.034483	M	185	76.0	0.062827	0.369628	11.413519244245569	63.76494294592246	-56.274864031168654
9242	93155	5	0.137931	F	165	61.0	0.281106	0.270104	87.14478697475768	-32.642055599301955	55.699778681693104
12663	93200	1	0.0	F	157	54.0	0.807415	0.733854	84.85751105482994	-31.988156205443964	55.992157465039206
18449	93220	2	0.034483	M	182	75.0	0.937194	0.37464	86.63992394324696	-31.95240672155035	57.36374965123343
10457	93240	1	0.0	M	181	64.0	0.411227	0.838751	88.23530787518189	-32.25414079610106	60.606449286970395
16922	93242	5	0.137931	F	163	50.0	0.329927	0.93293	13.36813615820844	-47.1133542558649	36.84085560473078
7401	93243	4	0.103448	F			0.205082	0.55783	86.26771530313749	-31.188704759144677	61.76281491809418
15513	93244	5	0.137931	F	170	56.0	0.484286	0.103983	-77.48736240367833	-36.60452902650141	-3.178313999022609
18450	93245	1	0.0	M	180	75.0	0.556215	0.954079	-47.82288354144879	-20.705595765494692	34.858551014567134
10458	93281	9	0.275862	F	170	68.0	0.266763	0.23706	-88.11997693010947	-69.08537540569773	-21.065985655613243
9243	93299	5	0.137931	M	187	92.0	0.733227	0.788454	-58.2602680752381	-19.318671227850253	-35.32637319502221
7402	93336	4	0.103448	M			0.214574	0.406031	6.248257577084781	-22.86583870008518	31.37473446637505
5136	93349	2	0.034483	M	177	75.0	0.568363	0.287887	-46.67266000503925	54.03955596586232	54.7537575605292
3582	93440	9	0.275862	M	168	68.0	0.297378	0.452018	-23.064855615203427	-12.215505295813825	-7.111868977774446
3063	93445	5	0.137931	M	174	73.0	0.449331	0.68552	-27.80441389160133	-24.099071539667584	-16.44435676498036
5137	93447	4	0.103448	M	170	62.0	0.690584	0.379502	-46.49030425865424	10.721523096979153	57.734891976759165
16923	93472	1	0.0	M	186	93.0	0.065896	0.432267	-85.8103231717138	9.644305545894627	29.304457318748007
12664	93473	1	0.0	M	176	64.0	0.471306	0.880804	-84.8851881046976	12.731313060136166	28.749902006835452
16924	93479	7	0.206897	M	181	74.0	0.85877	0.249465	-83.74729787600232	0.8690739684223112	23.5832880911332
1931	93480	1	0.0	M			0.55997	0.631027	-91.8277640897492	-54.264431117078566	-38.266181712815715
11428	93491	4	0.103448	F	165	51.0	0.491197	0.150264	-51.28033046399149	49.37331989076362	63.41594517371732
14061	93492	3	0.068966	F	171	67.0	0.586231	0.913609	-13.577128480614455	49.151371383928186	-20.35203390112431
4304	93496	4	0.103448	M	175	75.0	0.26107	0.4557	52.98678883799367	0.4017800481232605	66.13294708316454
11429	93497	12	0.37931	M	184	75.0	0.349116	0.158188	-10.87877309133468	8.997680437011164	13.007497553871909
18451	93525	4	0.103448	M	179	75.0	0.374872	0.080234	-66.60229245742289	-49.093419439889736	-28.77925951829613
1932	93526	1	0.0	M			0.408388	0.611028	13.643961211224841	15.56279412361772	-9.758828649506018
10459	93527	5	0.137931	F	163	61.0	0.370049	0.850586	-28.569588109215367	39.02901151519417	15.080842751985662
2475	93530	3	0.068966	M			0.350728	0.448436	-38.65564558270501	54.736825747509386	13.26809519560492
12665	93531	1	0.0	M	187	85.0	0.868901	0.583365	-34.484703634505514	55.234837737593615	18.833545735976678
1933	93532	3	0.068966	M			0.475494	0.50787	-53.794165031123605	23.892426615152846	17.513927013973518
5138	93533	4	0.103448	M			0.290237	0.618797	-89.28186560391539	-72.71035836626633	-22.662232732358593
5139	93534	4	0.103448	F	158	46.0	0.270476	0.551367	-70.81600572763585	-0.352950225487632	10.730307454982514
3064	93536	1	0.0	M			0.336618	0.431993	-45.067346452146126	71.7863165927228	18.37571117533939
3065	93537	1	0.0	M			0.38557	0.648477	-33.1845938626994	72.0246464853469	27.51965908330086
2476	93541	1	0.0	M			0.400989	0.627989	-37.93769489847809	71.92931452829727	23.862079920116273
1934	93549	3	0.068966	M			0.617349	0.41695	-46.977759456943886	63.021268984107905	57.98520618055841
2477	93553	1	0.0	M			0.60553	0.398392	-45.788102732910346	67.64780809059313	57.0009740808902
18452	93555	3	0.068966	M	172	64.0	0.884571	0.266385	-47.42696698346998	66.49506787187575	58.72892571863559
14062	93556	6	0.172414	M	183	80.0	0.798771	0.238244	-58.15549471908909	40.03673717966333	42.882991203684185
14063	93557	6	0.172414	F	178	58.0	0.904452	0.497367	-59.53097473540504	-16.79017721877201	-11.140420134203401
218	93559	1	0.0	M			0.519092	0.497659	-60.62751192080355	11.899506766868182	44.996957778160514
6637	93577	2	0.034483	M			0.242538	0.411549	-61.91007283244353	12.089850544911547	45.18316775393746
11430	93578	1	0.0	M	175	65.0	0.387722	0.167693	-63.58984800276917	16.892685282246436	43.15449246801163
1935	93587	3	0.068966	M			0.614445	0.42272	61.730802149695585	-22.926892924245834	31.30378937914357
6638	93589	1	0.0	M			0.614214	0.263716	89.32803961889256	-84.79208016104333	67.87641580707042
16925	93592	2	0.034483	M	190	95.0	0.810896	0.825129	87.35918954130696	-84.70493909800709	68.58612318810702
14064	93617	2	0.034483	F	165	58.0	0.261803	0.196467	13.241108606347424	-38.54069788463685	55.205485971994975
1309	93630	1	0.0	M			0.414088	0.501803	-39.11164499656296	33.09027800884193	13.805353449957975
12666	93633	2	0.034483	F	163	68.0	0.877044	0.601929	11.924673748104729	55.010474893708704	-64.07593979446119
10460	93644	1	0.0	F	162	53.0	0.802	0.685792	61.438428793184	-55.895858120715545	-28.61648242018459
10461	93651	2	0.034483	M	191	85.0	0.789882	0.713353	-39.459667965953955	51.44133530271335	9.581528466413554
9244	93657	1	0.0	M	180	78.0	0.649768	0.218528	-34.29908840261406	51.49883401180873	15.698782548094016
219	93664	2	0.034483	M			0.512095	0.496762	-42.22023272970078	53.64130047533742	8.65350383088753
14065	93665	1	0.0	F	164	58.0	0.902731	0.48428	12.373140284645459	45.84041306787352	-9.206912867243316
16926	93669	1	0.0	F	173	71.0	0.236395	0.163151	11.792510603983516	50.96089274447449	-9.145120351098473
18453	93671	1	0.0	F	170	56.0	0.850909	0.790692	11.629092858997463	47.65555080854374	-0.27741225996674723
12667	93675	2	0.034483	M	183	90.0	0.792105	0.767238	20.37193279884592	30.095984326688708	8.06874103019582
10462	93677	6	0.172414	M	188	78.0	0.313766	0.804511	59.55043660869862	-29.236435866857978	34.41135646040922
14066	93689	4	0.103448	F	173	60.0	0.494525	0.124795	52.657618357718476	-28.16055663349261	70.87465005869142
10463	93695	4	0.103448	M			0.186353	0.368566	-25.05394498277296	55.87165890473527	5.422166743298886
5140	93697	2	0.034483	M	177	65.0	0.528209	0.737054	3.698287637339635	34.004368101579196	-22.712526103157565
7403	93701	2	0.034483	M	180	89.0	0.600437	0.789416	-11.3375269551997	-4.399174321078795	14.105142313984617
2478	93716	1	0.0	M			0.590756	0.632663	-2.169676125648518	72.41604950412629	-38.96170362852347
15514	93720	3	0.068966	M	180	80.0	0.958964	0.592568	6.000611070513828	26.55923232042217	-44.980767916799785
12668	93722	2	0.034483	F	165	58.0	0.207104	0.764825	-39.20315455027623	77.01796419354429	42.755111024413225
15515	93732	2	0.034483	F	170	56.0	0.176936	0.785729	-39.38922188487387	77.42858855633301	44.96778066519911
3583	93737	3	0.068966	M	182	71.0	0.316013	0.586473	-46.93411524531896	50.72084611917245	38.03870111299786
11431	93743	2	0.034483	M			0.176716	0.354815	-92.37939845338063	-65.96310123831978	-27.328077074646323
18454	93750	1	0.0	M	182	93.0	0.586157	0.06611	-90.78194333584845	-64.65352594406085	-23.349705027001068
6639	93758	1	0.0	F			0.759748	0.600658	-93.1584938537378	-64.70119192258568	-25.17849460859336
7404	93759	1	0.0	F			0.768534	0.628671	-91.97021859479311	-64.67735893332326	-24.264099817797216
12669	93760	6	0.172414	F	158	56.0	0.889792	0.520594	-81.31335914514659	-32.67847635318703	5.485840978401289
6640	93766	1	0.0	M			0.572942	0.767536	13.00525396722815	30.420284086402653	-5.190396027484912
10464	93775	4	0.103448	M	173	62.0	0.309747	0.802831	-17.565435729633002	33.88982769461734	-7.679573127617316
1310	93777	1	0.0	M			0.42053	0.514251	-25.88722060394219	78.96907411232186	-0.9925222789954002
3066	93788	1	0.0	M			0.576342	0.66561	-26.073657793110765	79.09196465925172	1.0887772882354345
18455	93794	3	0.068966	M	185	100.0	0.716049	0.101344	-16.614113432107043	67.1187671495048	-8.440456494287027
12670	93804	9	0.275862	M	182	66.0	0.277859	0.835521	3.1938125464564684	-8.335566297950571	-3.378289461733995
10465	93810	1	0.0	M			0.781998	0.704092	53.30003876090865	-32.860220440051535	-10.033324289046764
7405	93813	1	0.0	M	183	88.0	0.658486	0.756062	55.49163150791317	-31.538728651161396	-5.5977548460034345
5141	93821	1	0.0	M	172	80.0	0.639874	0.683915	53.11508099002383	-31.586394629686215	-7.426544427595729
18456	93829	1	0.0	M	183	78.0	0.931865	0.361445	-94.57234176457787	-43.12334351589575	-51.686047042847534
2479	93851	1	0.0	M			0.586054	0.646004	-92.77336527969747	-34.57706916540822	-40.58255750490547
1311	93856	4	0.103448	M			0.416113	0.543559	44.98773119554873	-72.22590067224395	48.268473564733014
220	93860	1	0.0	M	152		0.521657	0.511044	-34.79381029168516	61.86006271528437	19.46032167302475
4305	93862	2	0.034483	M	167	65.0	0.616363	0.700117	-43.111737104297866	61.6932317904475	13.05955813745172
10466	93899	2	0.034483	M			0.612296	0.191258	-36.060819013604814	62.03232332711618	19.78655489553588
577	93905	2	0.034483	M			0.525597	0.56292	-36.139552476579794	62.22841692821039	21.02718290884315
14067	93910	4	0.103448	F	167	58.0	0.898693	0.518903	-18.088636138759156	52.24879740235274	5.407610105847872
15516	93911	1	0.0	F	167	68.0	0.834935	0.757722	-10.535105617486106	40.18918214075345	6.133214443580561
10467	93912	11	0.344828	F	163	63.0	0.359337	0.849838	-77.63789269436951	-77.580137275798	-34.659040643550554
6641	93917	4	0.103448	M	180	74.0	0.730468	0.356882	-67.8357923997464	-28.91735292996215	-26.36485701492223
10468	93918	6	0.172414	F	170	56.0	0.507154	0.168192	-5.932053564053503	-25.79778504626381	-42.7099428505164
14068	93923	3	0.068966	M	175	80.0	0.854148	0.732321	27.75703729979607	-8.840981465919997	-68.63885664829034
9245	93926	2	0.034483	M			0.616992	0.211136	-33.970537886245964	-31.971801696490154	-59.392306295839795
16927	93934	4	0.103448	M	186	79.0	0.927846	0.377389	-66.95100220595245	8.476969716491027	-15.738833091556728
1312	93937	1	0.0	M			0.535318	0.572085	-39.22463880507583	72.48878301726697	18.45003247281673
16928	93942	4	0.103448	M	192		0.955816	0.594946	-36.3549914663445	69.96031576868738	17.894829581836404
3067	93946	1	0.0	M			0.553526	0.342792	-35.845880362839445	72.97090634784291	23.405886485991054
10469	93951	6	0.172414	F	170	65.0	0.494468	0.153193	-20.9648163978618	49.64839895124035	13.338286312013809
578	93966	1	0.0	M			0.49717	0.475565	-94.98581671943839	-33.74053600964581	-56.046642493102766
579	93967	1	0.0	M			0.505348	0.452096	-92.74083629751328	-32.161282768631416	-54.95232796286482
5142	93975	2	0.034483	M	174	69.0	0.734065	0.581435	-95.54126997841695	-34.963634059028664	-54.610481987331525
10470	94003	1	0.0	M	162	50.0	0.840776	0.600886	-93.72017271950615	-36.139066129886714	-51.34553189996799
10471	94005	1	0.0	F	154	44.0	0.836145	0.610531	-5.468345178176392	64.43857624253948	-23.45089374620666
8266	94018	6	0.172414	M	183	86.0	0.62399	0.208541	-36.68779102814623	47.47682926586959	23.056856257639357
9246	94021	8	0.241379	M	183	72.0	0.722895	0.262381	-46.87922911393475	43.98399448420105	38.27643974457643
10472	94030	1	0.0	M	183	80.0	0.739087	0.767957	-39.16044588526435	71.16015921300603	37.69087479850034
9247	94032	3	0.068966	M	178	69.0	0.834104	0.605174	-42.84911929605897	71.51586785553602	36.492867559198515
840	94038	1	0.0	M	180		0.515901	0.44943	-42.91104311303926	71.72947166069461	37.26545612574182
5877	94056	1	0.0	F	166	50.0	0.739915	0.599482	-92.40898056403309	-66.52760808207915	-42.16932986954364
8267	94059	1	0.0	M	187	91.0	0.729583	0.715743	-91.22070530508842	-66.50377509281674	-41.25493507874749
9248	94061	4	0.103448	M			0.203641	0.377193	0.04068098176471491	30.39241988688072	-12.87974021244715
3068	94091	1	0.0	M	183	83.0	0.549322	0.675247	-40.62628007852726	2.8913813315688763	-11.709347200641457
10473	94109	1	0.0	M	182	77.0	0.824225	0.635911	88.5816518983802	-39.82277198641155	69.8507170095793
3069	94111	1	0.0	M			0.603872	0.367461	-5.862534811420508	73.20854453535367	-35.61601373275452
6642	94119	1	0.0	M			0.698875	0.697918	13.276210506272157	-6.793227800559018	-76.49628142844931
10474	94120	4	0.103448	M	175	95.0	0.629695	0.174462	12.889111400374945	-6.830601426026291	-72.0940615930653
5878	94126	3	0.068966	M	178	77.0	0.594757	0.767418	-4.075278361686228	-5.862861499895895	-24.475981931699522
14069	94137	2	0.034483	F	152	45.0	0.875599	0.673319	-56.87035850282331	-24.6555516182922	-31.12608728570357
11432	94143	11	0.344828	F	162	54.0	0.536412	0.117905	-53.8463404449571	-32.569003596284524	-32.414272926410646
16929	94162	7	0.206897	M	188	81.0	0.578826	0.178549	-40.40414936731887	-5.958685121260359	-35.90085959401175
9249	94164	2	0.034483	M			0.204287	0.353151	-4.1735497171763285	-46.946956626135666	16.682469502517584
580	94171	1	0.0	M			0.512127	0.461868	12.026071297260554	47.7099225380439	-8.25609056412195
11433	94172	3	0.068966	M	182	88.0	0.663788	0.850248	-23.00926177010217	1.6213352000075467	-40.48897864418943
15517	94173	1	0.0	M	182	88.0	0.676796	0.879485	5.412953044438584	24.65361023265716	-82.79270927689703
14070	94175	3	0.068966	F	170	64.0	0.585643	0.908616	-66.32989905780344	-51.56530857919332	-27.246087668668377
1313	94176	1	0.0	M			0.540654	0.58234	-94.1813766788293	-90.30522769599193	-39.5380416953393
18457	94183	2	0.034483	M	173	70.0	0.523317	0.959064	-91.39675586606525	-89.83502086004718	-35.039385077563054
12671	94190	3	0.068966	M	177	70.0	0.289633	0.82274	-92.19912573328232	-89.19119773022699	-32.81878500487698
5143	94192	4	0.103448	M	174	66.0	0.447839	0.276344	-86.49592625518017	-71.03841747749594	-2.867496907074374
7406	94193	8	0.241379	F	162	61.0	0.199458	0.547751	33.76432577641904	-16.756584674742804	35.91027746558039
7407	94209	8	0.241379	F	174	58.0	0.807251	0.49288	-23.52141165326827	-19.345907393456443	5.666775455103064
5144	94213	3	0.068966	M	178	70.0	0.670326	0.350163	-22.894924311721322	31.177043211811277	6.171286730982996
15518	94214	2	0.034483	M	179	61.0	0.270585	0.84986	-20.4926405408643	82.93326385505001	-26.46345005306814
16930	94217	2	0.034483	M	181	83.0	0.916032	0.376764	16.807872107332912	31.587544701753686	-1.4171020181832201
12672	94218	2	0.034483	F	178	66.0	0.87785	0.595307	0.9322580336604211	41.756289085647666	-7.389566094881696
1936	94223	1	0.0	M			0.552664	0.631143	36.49362978116186	-27.5265329461768	-42.404698667381204
221	94224	1	0.0	M			0.527558	0.513211	88.35070474323197	-88.5902163897198	57.97792414658817
5879	94232	1	0.0	M	186	86.0	0.595171	0.736845	-0.8701862664974769	67.68989400969683	-15.12126047880896
14071	94241	1	0.0	F	168	64.0	0.571127	0.894204	-0.9780179359413061	67.16606405718295	-13.97892857150402
2480	94242	1	0.0	M			0.55937	0.653368	86.27683729969777	-36.55905652100087	48.66138690724818
9250	94243	1	0.0	M	183	83.0	0.627479	0.809024	6.049237893579857	15.409194870687745	-82.7593711824501
1937	94249	1	0.0	M			0.550005	0.630346	5.863466442638966	16.05000628616356	-80.44160548282018
3070	94251	3	0.068966	M	180	82.0	0.575775	0.69122	-45.5037482050372	40.90904786376193	23.08490908538015
3071	94256	1	0.0	M			0.385464	0.645825	-42.54007840617619	26.245499178102563	13.005481127949421
3072	94268	1	0.0	F			0.656707	0.59739	-73.68816554107858	-15.474220759900923	41.79336190284777
11434	94271	7	0.206897	F	170	58.0	0.876007	0.526011	-48.50436589658563	6.701671700523403	10.604827612278813
16931	94273	2	0.034483	M	176	82.0	0.9265	0.37348	54.72598749869125	-20.242645168624243	26.307740141279147
11435	94274	1	0.0	M			0.619522	0.172722	55.193516054127414	-25.34464875491019	15.007988677840224
15519	94275	1	0.0	M	178	68.0	0.892258	0.653461	52.81696553623807	-25.392314733435008	13.17919909624793
3584	94276	2	0.034483	M	185	89.0	0.566998	0.69876	53.652087149654264	-20.56211461038665	18.67642682609169
2481	94279	2	0.034483	M			0.61705	0.41239	54.14721723732023	-28.240071958934173	-6.643291946270895
2482	94282	3	0.068966	M			0.617062	0.385517	90.87326876215981	-85.47241174738129	73.5779459213477
6643	94285	6	0.172414	F	157	48.0	0.781578	0.489048	-7.8253948913065825	42.60565993510359	-24.3800244586437
14072	94286	1	0.0	F	167	65.0	0.815275	0.748333	-37.71858533213835	84.04968422926972	22.85229550001173
12673	94306	1	0.0	F	162	57.0	0.519733	0.137063	-39.831995658099245	80.93884372576576	22.49245602112814
9251	94328	1	0.0	M	190	88.0	0.16533	0.47789	-31.514068845486534	81.10567465060264	28.893219556701176
4306	94329	1	0.0	M	179	72.0	0.592927	0.699762	-44.58509669387794	80.84351176871611	18.834876857943556
1314	94342	1	0.0	F	155	52.0	0.439	0.457933	-50.08338222564768	33.363329792685875	16.630491505151625
15520	94346	3	0.068966	M	182	62.0	0.924265	0.615296	-46.685866269886674	34.67948152853629	20.814156071967286
6644	94356	1	0.0	M	172	69.0	0.752877	0.404251	-39.574084578773025	34.67901221689757	27.388002439634953
18458	94358	9	0.275862	M	191	93.0	0.056693	0.360772	-33.437408341376035	57.017814291968165	12.034342152635976
15521	94360	3	0.068966	M	183	92.0	0.569152	0.929881	-7.125279970272722	24.475888995698188	-13.242304874556291
16932	94361	1	0.0	M	174	86.0	0.569209	0.935903	23.096891749177196	6.833442773441277	37.95954018809341
2483	94365	1	0.0	M			0.567799	0.650545	24.102817286041407	-6.580657033370154	19.96652973189466
1315	94372	1	0.0	M			0.409355	0.507838	30.99237281601102	-11.18351309463105	-54.7908538232574
11436	94378	3	0.068966	M	175	65.0	0.370001	0.17601	-39.22609436371215	64.1846144101537	12.206441123906373
16933	94391	1	0.0	F	170	58.0	0.887895	0.712555	-33.68080982197035	64.29583502671161	16.47361681428839
18459	94400	1	0.0	F	171	62.0	0.227369	0.145396	-37.24563559880437	64.22433605892438	13.730432441899953
5880	94433	3	0.068966	M	182	88.0	0.667513	0.721266	-34.80118039995557	45.29562052008703	41.464824234088084
12674	94441	14	0.448276	F	167	56.0	0.912754	0.481701	-60.09096357438823	4.8743519059541915	33.78154173642267
5881	94448	2	0.034483	F	164	60.0	0.749321	0.482173	-49.603698352440176	23.970199226044514	21.59190144018547
11437	94474	1	0.0	M			0.163022	0.369358	12.037218869135522	55.82771419350692	-44.58222680469509
841	94489	2	0.034483	F	160		0.561652	0.544419	91.71326335027157	-87.59976252048187	75.91323180640069
18460	94501	2	0.034483	M	181	80.0	0.067848	0.362362	12.69960460946906	39.67643502125527	-15.437158027230828
7408	94510	3	0.068966	M	185	95.0	0.595073	0.200057	-58.20856735315965	-24.788178763018227	-32.60453860905801
15522	94530	1	0.0	F	150	38.0	0.88463	0.672439	-97.10156470811226	-48.83566623738711	-21.34427865304804
7409	94552	2	0.034483	M			0.22369	0.412013	-95.31915181969526	-48.79991675349349	-19.97268646685382
7410	94553	1	0.0	F			0.207786	0.552723	86.78664849818956	-41.960852889129804	49.677923901214506
5145	94567	2	0.034483	M	170	66.0	0.284052	0.417576	-6.3519118082591675	50.56354523208772	-1.3582541347854433
8268	94568	5	0.137931	M	179	71.0	0.321596	0.774848	-8.434249165219944	54.79987352104757	-4.622465941160468
18461	94575	1	0.0	F	163	68.0	0.574201	0.949102	53.7330220179593	-36.54264661541697	-23.170633439751203
8269	94579	10	0.310345	M	182	70.0	0.183444	0.414649	37.898324357192074	-20.32628831332396	-34.712106155792426
11438	94580	2	0.034483	M	174	76.0	0.14016	0.41145	-25.505099385866345	3.1317614217527545	-3.6876837126647537
